date,summary,countries,comment
2023-11,"Trinidad and Tobago's Prime Minister Dr. Keith Rowley declared the latest ransomware attack against the country's telecommunications service to be a 'national security threat.' Hackers stole an estimated six gigabytes of data, including email addresses, national ID numbers, and phone numbers.",TT,
2023-11,Denmark suffered its largest cyberattack on record when Russian hackers hit twenty-two Danish power companies. The attack began in May 2023 and appeared to be aimed at gaining comprehensive access to Denmark's decentralized power grid. Hackers exploited a critical command injection flaw and continued to exploit unpatched systems to maintain access.,DK,
2023-11,"Chinese cybercriminals targeted at least 24 Cambodian government networks, including the National Defense, Election Oversight, Human Rights, National Treasury, Finance, Commerce, Politics, Natural Resources and Telecommunications agencies. Hackers disguised themselves as cloud storage services to mask their data exfiltration. Initial research indicates the attack is part of a broader Chinese espionage campaign.",KH,
2023-10,Researchers discovered what appears to be a state-sponsored software tool designed for espionage purposes and used against ASEAN governments and organizations.,?,
2023-10,"Pro-Hamas and pro-Israeli hacktivists have launched multiple cyberattacks against Israeli government sites and Hamas web pages in the aftermath of Hamas' attacks on Israel on October 7th. Russian and Iranian hacktivists also targeted Israeli government sites, and Indian hacktivists have attacked Hamas websites in support of Israel.",IL-PS,
2023-10,"Hacktivists stole 3,000 documents from NATO, the second time in three months that hacktivists have breached NATO's cybersecurity defenses. Hackers described themselves as 'gay furry hackers' and announced their attack was retaliation against NATO countries' human rights abuses. NATO alleges the attack did not impact NATO missions, operations, or military deployments.",?,
2023-10,"Vietnamese hackers attempted to install spyware on the phones of journalists, United Nations officials and the chairs of the House Foreign Affairs Committee and Senate Homeland Security and Governmental Affairs. The spyware was designed to siphon calls and texts from infected phones, and the unsuccessful deployment comes while Vietnamese and American diplomats were negotiating an agreement to counter China's growing influence in the region.",?,
2023-10,New reporting reveals Chinese hackers have been targeting Guyana government agencies with phishing emails to exfiltrate sensitive information since February 2023.,GY,
2023-10,North Korean hackers sent malware phishing emails to employees of South Korea's shipbuilding sector. South Korea's National Intelligence Service suggested that the attacks were intended to gather key naval intelligence that could help North Korea build larger ships.,KR,
2023-09,Indian hacktivists targeted Canada's military and Parliament websites with DDoS attacks that slowed system operations for several hours. Hacktivists referenced Canadian Prime Minister Justin Trudeau's public accusation against India of killing Sikh independence activist Hardeep Singh Nijjar as motivation for the hack.,CA,
2023-09,Iranian hackers launched a cyberattack against Israel's railroad network. The hackers used a phishing campaign to target the network's electrical infrastructure. Brazilian and UAE companies were also reportedly targeted in the same attack.,IL,
2023-09,U.S. and Japanese officials warn that Chinese state-sponsored hackers placed modifying software inside routers to target government industries and companies located in both countries. The hackers use firmware implants to stay hidden and move around in their target's networks. China has denied the allegations.,US-JP,
2023-09,"A massive cyberattack hit Bermuda's Department of Planning and other government services. The country's hospitals, transportation, and education centers remained functional, but other services were down for several weeks. Bermuda announced that it is investigating the attack and declined to state if any sensitive data was compromised.",BM,
2023-09,Cybercriminals targeted Kuwait's Ministry of Finance with a phishing ransomware attack. Kuwait isolated the Ministry and other government systems to protect them from potential further attacks.,KW,
